original_path,history_path,bytes,sha256,reason
current/phase_02/kaggle_run_light/runtime/manifests/runtime_manifest.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/runtime_manifest.json,547,2366e7fcc52be1fde084a355809595ddee005493bb020e1a09f173dda3ba47b2,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/scientific_freeze_snapshot.yaml,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/scientific_freeze_snapshot.yaml,13488,5b471f718b1f6ea87b99b53681f74548c69c2566db4a982a31131916d3fc36e8,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/13_checkpoints.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/13_checkpoints.json,89,fe2c02b548c16faecba11c8d7dfe9db5063b45485c01f20d2406ed3904b83870,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/14_predictions.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/14_predictions.json,98,4918be845a2dac5a320ab71fd85b0b4dec818ea7fbbe3f741517b4ce20284d94,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/15_a0_and_training_policy_closure.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/15_a0_and_training_policy_closure.json,2026,967f4ff4fe75ca5c0640d53889858cd3dbc991ca5de2695d81f1af38710ed950,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/18_a4.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/18_a4.json,868,7d36b8bfbd4f9805a7997e2f1602262ff7e8807fd38dfc30978009656bf4a681,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/18_stage18S_consolidated_release_family_R1.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/18_stage18S_consolidated_release_family_R1.json,3697,213049e8e5b7b67e3799325823f33bad757724f06a9b3da5fcea84aa45dfbd6a,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/19_failure.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/19_failure.json,147,9fee5f4db5e9ff0348488db48a60c0e89c8299acccbcd602ab1787bf42d0d4ab,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/20_readiness.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/20_readiness.json,1042,76acc5f8bad25c0caa4a07e9de9ee938e50944ee8f6cad3d703039f38d09c564,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/23B_pre_stage24_release_readiness_R1.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_artifacts/23B_pre_stage24_release_readiness_R1.json,10051,f5e19a7d1040db093e2b4828904cbd2aa8137a225ec7de21fd3fdbe681ec4b88,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_13.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_13.json,1653,2fea921e733941dec134ea5f871050f999eac92b8b597b8aa5eb28dcca154475,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_14.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_14.json,1737,6902ccf3e4e9fd931bb911c5af402a433d5ba6afc64ab25eb9a466e9a9f997e5,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_15.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_15.json,5733,593a41864bb11e9b9ba09b5818e5c49c88a1ff1ccd9c07eb6b7fe688e19c520d,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_16.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_16.json,4243,a8e4b753497f3eeb0eed307fababf438faf7e1ee6e421a051e409f308f84b2c8,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_17.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_17.json,1482,6cc7a7c78ba025944bfc758e96b26d0acd3e760cdbf3d20089de50046916351b,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_18.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_18.json,3990,d2f06ea260312d91b3babb78ca5732e88b55b7f211ce62869ab58c617beca8d1,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_18U.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_18U.json,1752,e9d14570d60885c9d7a2a6564cf13772e86fa9d220664dd6631fed21efa834c5,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_19.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_19.json,1870,80f6e138e8b27b9ffe3cc2dfa0f9ea39b54ca26ae74c791717c25060d7c8cd4e,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_20.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_20.json,3067,daa920febd73f0170832689cce82782e4a5e5c4a6e106a7d3a533b08f4caab85,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_21.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_21.json,1595,487eef882ca0ba142f948c8f55e30c2dabcf657b6cae2f1bc4e2df9b4d437548,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_22.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_22.json,1951,bcad03fb02eff75a4d0ed8a399a37510abb0f0c294820a3f556895defb45a7ef,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_23.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_23.json,2033,9f77cb6a2479e8d8d52db012c9ade4fb5620accbc02e64579616a5c9281689d2,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_24.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/manifests/stage_ledger/stage_24.json,1635,ce32ab6db97693e68de196c328e7f591e961a1d37fb252229f0c4328788c81e2,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/records/BaselineMetricRecord/a0.jsonl,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/records/BaselineMetricRecord/a0.jsonl,2592918,ccda9519421fee00125a75dd3ef487b45f6d052b4451739d4b4fe5c4c549fc7b,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/records/DiagnosticOnlyFlag/diagnostics.jsonl,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/records/DiagnosticOnlyFlag/diagnostics.jsonl,244638,d826e6d74a1af70b3c114699a7f39e686e4c42c5a7ea87aa9517b9bbad149886,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/records/FailureCaseIndex/failures.jsonl,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/records/FailureCaseIndex/failures.jsonl,732300,e74fd834df16e7ece7c55b959af8fdd7f6627115bde5e6fe4e8e3cab9848e04c,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/records/Layer2ReadinessReport/dataset=ALL/branch=READINESS/budget=ALL/P02-L2-READINESS-P03.jsonl,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/records/Layer2ReadinessReport/dataset=ALL/branch=READINESS/budget=ALL/P02-L2-READINESS-P03.jsonl,1826,1df39fb42d39e9d0b7dcee948bb938b17ba7350d581d3fbc0a9c2c34501d79a2,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/records/NegativeResultNote/negative_results.jsonl,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/records/NegativeResultNote/negative_results.jsonl,407911,89310883a40511e4fff866c5b4ba65b6de0b92c5b3c3bd16885c7bd98e67c9b6,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/records/SubjectProfileRecord/profiles.jsonl,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/records/SubjectProfileRecord/profiles.jsonl,15744,c42a6189a748b08f453548844db75f215bae35d666697d53e8aada990e0ee4fe,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/stage18_consolidated_release_R1/manifests/stage18S_complete_output_manifest.jsonl,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/stage18_consolidated_release_R1/manifests/stage18S_complete_output_manifest.jsonl,1015346,6d27302a4eb33e495eca3f340796e00bf9d28b2ea941f0d79ca898d424077f58,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/stage18_consolidated_release_R1/manifests/stage18_and_phase_structured_output_manifest.jsonl,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/stage18_consolidated_release_R1/manifests/stage18_and_phase_structured_output_manifest.jsonl,8332860,82dfc59c2e07b2e1b459d58ae0c91ec0f9d4a8d8402ca4e27406285fa89bab1e,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/stage18_consolidated_release_R1/manifests/stage18_and_stage18S_checkpoint_manifest.jsonl,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/stage18_consolidated_release_R1/manifests/stage18_and_stage18S_checkpoint_manifest.jsonl,664611,481256bb8efdd15c5f20df2b2c712dc0bf73f65a9f8c300eb4eefc63aee491ca,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/stage18_consolidated_release_R1/manifests/stage18_release_family_quick_index.csv,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/stage18_consolidated_release_R1/manifests/stage18_release_family_quick_index.csv,5106206,c8990987bb25ab8011ce8924b249c106d341b4ce47a1a1e5abe4d621d300a0b3,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/combined_cell_effects.csv,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/combined_cell_effects.csv,69010,e612a630e027cf01b041b2f4b35eef8879d9e4b85edd4031ae9b4cc970c99f32,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/decision_support_summary.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/decision_support_summary.json,937,245340d52d400ddff7095500f4425d971ed6f1b1ae97cf7ba8d06eb1d230e6af,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/execution_receipt.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/execution_receipt.json,1057,740ba268d1de20332b09f8d679443b39bd3a4c35b206da8922b3b3c69a7b211e,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/member_training_provenance.csv,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/member_training_provenance.csv,38250,48af59807df7f3586e9eb614223df8efeccd2ea71aaafc0380d586c2a5831723,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/participant_paired_effects.csv,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/participant_paired_effects.csv,161029,cc6d349bdb69b3dc89deb5c675e4c65e3d2f8ccbc5bc78282b2894baf9ae14bc,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/preexecution_freeze.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/preexecution_freeze.json,3095,79187cfab12fcdc18187aed259733024abd4093a1d8327017e976fa9272775b5,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/six_budget_mr00_sensitivity.csv,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/six_budget_mr00_sensitivity.csv,4075,3c1ddee8a5d6bacf1577c37d6775eef509ea920d59e4f766aa9ac0a4d4558686,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/supplement_gate.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/supplement_gate.json,733,9862c96a48e79e0fc7d1c92e79d57fd5b3064ef3d5cf9223a18122f5606ce7b3,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/supplement_plan.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/supplement_plan.json,149770,e1458941748d39f09fb3d114fac9956774140a0bfbc801f7c2bc68ce043f9bd6,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/three_repeat_anchor_stability.csv,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/three_repeat_anchor_stability.csv,13938,4490e4b1b24e53b2b4728487f54194b7608b4f3f4b6890c34f8b0edd27d0bce2,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/training_provenance_summary.csv,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/training_provenance_summary.csv,273,4216d07d415122c968cf392432f5a8537acdd0cbeeffafe8418d4758d6a5714c,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/transport_successor_R1_3.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/transport_successor_R1_3.json,673,58325e14fdfa5f9583858cb72420053d005c3bf3cbe3f2d58994f8a53ef6f325,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/validation_selected_representatives.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/supplements/stage18S_balanced_sensitivity_R1/analysis/validation_selected_representatives.json,13254,a3c1bd43d8f8610af54f5e730dd380b1bbcbc75cd5b4fde8da8cfea5142f56f1,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/table_source_data/a0_participant_metrics.csv,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/table_source_data/a0_participant_metrics.csv,732426,6497ec474de6ba4750377af268ae79b0c13f25813006aa687505d3ee3d82fccd,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/table_source_data/a4_burden_source.csv,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/table_source_data/a4_burden_source.csv,301185,c56dc18edc73e0b606fd2f806fe39e40433b7fa30d1a95729f7ae7184f102406,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/table_source_data/a4_c4_c5_common_support.jsonl,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/table_source_data/a4_c4_c5_common_support.jsonl,90030,04f53110af22842791f1e70f6802de9e2e6de693e5205117f2c3436a9b3749ec,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/table_source_data/a4_c4_c5_comparison_artifacts.jsonl,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/table_source_data/a4_c4_c5_comparison_artifacts.jsonl,448075,82337c19356ea1cd57ac9f43d84bcac7583f640ff709b537212ea12153654c7d,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/table_source_data/a4_c4_c5_participant_comparisons.csv,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/table_source_data/a4_c4_c5_participant_comparisons.csv,201170,0559b86009e53f7e859634edf065516c0344e9b7471a54a9c3d954b5e2db40e9,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/table_source_data/a4_c4_c5_statistics.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/table_source_data/a4_c4_c5_statistics.json,379930,d713c65a0d90a4628e763ac8e1f47c2706868bb9ce61813a32fd0e46d0c35f18,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/table_source_data/a4_participant_metrics.csv,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/table_source_data/a4_participant_metrics.csv,847399,be0b5814900ead978ec6393e62bf06c22446cf9ce26747d6c15a46f28163b51c,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/table_source_data/a4_role_control_common_support.jsonl,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/table_source_data/a4_role_control_common_support.jsonl,35739,0e01a7ade91e1de95fa27402273c18d911d4e1c8017f4d55bbd491ba90e7767a,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/table_source_data/a4_role_control_participant_comparisons.csv,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/table_source_data/a4_role_control_participant_comparisons.csv,180508,75cc212bc1f971e3b52a84181b9760708da03051d647fd8f8e6ef17b0420583d,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/table_source_data/a4_role_control_statistics.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/table_source_data/a4_role_control_statistics.json,613986,2a2ea0c4f0b8c0d98caaec28544907de07112b74ea6c5e22874b02012b046688,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/table_source_data/failure_negative_summary.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/table_source_data/failure_negative_summary.json,186,678b0675cc24a5ab264523909f1b25b23a545f7a7e5aaa4c93e0bac1d65850ae,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/table_source_data/session_profile_metric_source.csv,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/table_source_data/session_profile_metric_source.csv,785609,28e6416ddf80967582d32f5f047ec3c1239a240b01aff7507754537269ea397a,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/table_source_data/subject_profile_metric_source.csv,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/table_source_data/subject_profile_metric_source.csv,732426,6497ec474de6ba4750377af268ae79b0c13f25813006aa687505d3ee3d82fccd,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/runtime/table_source_data/subject_profile_summary.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/runtime/table_source_data/subject_profile_summary.json,179,2b27818f56a4f9116c358eb21a509302506ca06bf7afce7dbd76d466e372f977,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current/phase_02/kaggle_run_light/stage_ledger/stage_24.json,history/p02_pre_extension_preimages_R3/current/phase_02/kaggle_run_light/stage_ledger/stage_24.json,1635,ce32ab6db97693e68de196c328e7f591e961a1d37fb252229f0c4328788c81e2,DELTA_OVERLAY_REPLACED_PRE_EXTENSION_CURRENT_FILE
current_artifact_index.csv,history/p02_pre_extension_preimages_R3/current_artifact_index.csv,7869283,d52df80adb58938a17108a07142601ecf7b3a5a7e79f37aa16f38fc350f8bbfd,CURRENT_STATE_REGENERATED_FOR_POST_EXTENSION_MERGE
current_document_index.md,history/p02_pre_extension_preimages_R3/current_document_index.md,1962,8f9979e6c8839aefe593e2b284bd0d3d41a5465c48fa52272fb8f8466cf60f9d,CURRENT_STATE_REGENERATED_FOR_POST_EXTENSION_MERGE
docs/phase_02/README.md,history/p02_pre_extension_preimages_R3/docs/phase_02/README.md,1353,9f2a42058bbe67294f0d273064a8b4d08e3a09cbf15a50a64ea176a5a97acb4a,CURRENT_STATE_REGENERATED_FOR_POST_EXTENSION_MERGE
external_artifact_pointer_manifest.json,history/p02_pre_extension_preimages_R3/external_artifact_pointer_manifest.json,14979006,e6ca9b32c38830f9650d6f2707d8680a5c002093171ff43cde9b6f586143102b,CURRENT_STATE_REGENERATED_FOR_POST_EXTENSION_MERGE
external_artifact_pointer_manifest.yaml,history/p02_pre_extension_preimages_R3/external_artifact_pointer_manifest.yaml,12620505,07eb15041113b000589b2ffd9f343b9cf37904813cad932d55f31a9139cdf1aa,CURRENT_STATE_REGENERATED_FOR_POST_EXTENSION_MERGE
final_state/through_p02/README.md,history/p02_pre_extension_preimages_R3/final_state/through_p02/README.md,925,0fc524e8bfda35762d8a502a80a9288f50997388426f0319b91c6f3fdcc4abf8,CURRENT_STATE_REGENERATED_FOR_POST_EXTENSION_MERGE
final_state/through_p02/analysis/checksums.sha256,history/p02_pre_extension_preimages_R3/final_state/through_p02/analysis/checksums.sha256,14294,21d4e3c2398166d90c72a527a9f447bb2cade98e1ec1aed38d8ecafb60e362ea,CURRENT_STATE_REGENERATED_FOR_POST_EXTENSION_MERGE
final_state/through_p02/analysis/table_source_data/p02/P02_Table_A4_C4_C5_statistics.csv,history/p02_pre_extension_preimages_R3/final_state/through_p02/analysis/table_source_data/p02/P02_Table_A4_C4_C5_statistics.csv,54173,24ca5408cd1c361b83adb18baf9a3d663d94b67cf29d91347069ede160d9c0de,CURATED_FINAL_STATE_TABLE_REFRESH_FROM_CURRENT_POST_EXTENSION_SOURCE
final_state/through_p02/analysis/table_source_data/p02/P02_Table_A4_burden_summary.csv,history/p02_pre_extension_preimages_R3/final_state/through_p02/analysis/table_source_data/p02/P02_Table_A4_burden_summary.csv,749,3e87d26a7dd5281aef48fd5526ba44675902451ac4fe64d3b5d321571fa1fb2e,CURATED_FINAL_STATE_TABLE_REFRESH_FROM_CURRENT_POST_EXTENSION_SOURCE
final_state/through_p02/analysis/table_source_data/p02/P02_Table_A4_role_condition_summary.csv,history/p02_pre_extension_preimages_R3/final_state/through_p02/analysis/table_source_data/p02/P02_Table_A4_role_condition_summary.csv,3427,c8a4958910d7db18fa1d0156f9c1883f124601927151f641a4bbbfe0439f2e9b,CURATED_FINAL_STATE_TABLE_REFRESH_FROM_CURRENT_POST_EXTENSION_SOURCE
final_state/through_p02/analysis/table_source_data/p02/P02_Table_A4_role_control_statistics.csv,history/p02_pre_extension_preimages_R3/final_state/through_p02/analysis/table_source_data/p02/P02_Table_A4_role_control_statistics.csv,160041,d1ad0b94fb337e4cc75708e7a64f96b36a3025626826a5df7cbaf5bb3a24cbdb,CURATED_FINAL_STATE_TABLE_REFRESH_FROM_CURRENT_POST_EXTENSION_SOURCE
final_state/through_p02/analysis/table_source_data/p02/P02_Table_Stage18S_six_budget_sensitivity.csv,history/p02_pre_extension_preimages_R3/final_state/through_p02/analysis/table_source_data/p02/P02_Table_Stage18S_six_budget_sensitivity.csv,3866,0dd430789a9af6d95340663629db6aadbb75409720a73b87110cad66002e9589,CURATED_FINAL_STATE_TABLE_REFRESH_FROM_CURRENT_POST_EXTENSION_SOURCE
